scenario_id,vehicle_id,bench_id,replicate,replicate_definition,residual_clearance_ft,reference_value_ft,verdict
US101_V0825_T1118847205800,825,local_position_SG,1,10Hz sampling phase 0 modulo 3,105.541,105.72,pass
US101_V0825_T1118847205800,825,local_position_SG,2,10Hz sampling phase 1 modulo 3,106.128,105.72,pass
US101_V0825_T1118847205800,825,local_position_SG,3,10Hz sampling phase 2 modulo 3,106.647,105.72,pass
US101_V0825_T1118847205800,825,global_position_SG,1,10Hz sampling phase 0 modulo 3,105.541,105.72,pass
US101_V0825_T1118847205800,825,global_position_SG,2,10Hz sampling phase 1 modulo 3,106.128,105.72,pass
US101_V0825_T1118847205800,825,global_position_SG,3,10Hz sampling phase 2 modulo 3,106.647,105.72,pass
US101_V0826_T1118847205500,826,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,79.028,79.12,pass
US101_V0826_T1118847205500,826,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,79.57300000000001,79.12,pass
US101_V0826_T1118847205500,826,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,80.08200000000001,79.12,pass
US101_V0826_T1118847205500,826,local_position_SG,1,10Hz sampling phase 0 modulo 3,79.028,79.12,pass
US101_V0826_T1118847205500,826,local_position_SG,2,10Hz sampling phase 1 modulo 3,79.57300000000001,79.12,pass
US101_V0826_T1118847205500,826,local_position_SG,3,10Hz sampling phase 2 modulo 3,80.08200000000001,79.12,pass
US101_V0826_T1118847205500,826,global_position_SG,1,10Hz sampling phase 0 modulo 3,79.028,79.12,pass
US101_V0826_T1118847205500,826,global_position_SG,2,10Hz sampling phase 1 modulo 3,79.57300000000001,79.12,pass
US101_V0826_T1118847205500,826,global_position_SG,3,10Hz sampling phase 2 modulo 3,80.08200000000001,79.12,pass
US101_V0827_T1118847208000,827,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,72.092,72.25,pass
US101_V0827_T1118847208000,827,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,72.814,72.25,pass
US101_V0827_T1118847208000,827,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,73.497,72.25,pass
US101_V0827_T1118847208000,827,local_position_SG,1,10Hz sampling phase 0 modulo 3,72.092,72.25,pass
US101_V0827_T1118847208000,827,local_position_SG,2,10Hz sampling phase 1 modulo 3,72.814,72.25,pass
US101_V0827_T1118847208000,827,local_position_SG,3,10Hz sampling phase 2 modulo 3,73.497,72.25,pass
US101_V0827_T1118847208000,827,global_position_SG,1,10Hz sampling phase 0 modulo 3,72.092,72.25,pass
US101_V0827_T1118847208000,827,global_position_SG,2,10Hz sampling phase 1 modulo 3,72.814,72.25,pass
US101_V0827_T1118847208000,827,global_position_SG,3,10Hz sampling phase 2 modulo 3,73.497,72.25,pass
US101_V0831_T1118847208300,831,DOT_published_speed,1,10Hz sampling phase 0 modulo 3,28.185000000000002,28.450000000000003,pass
US101_V0831_T1118847208300,831,DOT_published_speed,2,10Hz sampling phase 1 modulo 3,28.729000000000003,28.450000000000003,pass
US101_V0831_T1118847208300,831,DOT_published_speed,3,10Hz sampling phase 2 modulo 3,29.144,28.450000000000003,pass
US101_V0831_T1118847208300,831,local_position_SG,1,10Hz sampling phase 0 modulo 3,28.185000000000002,28.450000000000003,pass
US101_V0831_T1118847208300,831,local_position_SG,2,10Hz sampling phase 1 modulo 3,28.729000000000003,28.450000000000003,pass
US101_V0831_T1118847208300,831,local_position_SG,3,10Hz sampling phase 2 modulo 3,29.144,28.450000000000003,pass
US101_V0831_T1118847208300,831,global_position_SG,1,10Hz sampling phase 0 modulo 3,28.185000000000002,28.450000000000003,pass
US101_V0831_T1118847208300,831,global_position_SG,2,10Hz sampling phase 1 modulo 3,28.729000000000003,28.450000000000003,pass
US101_V0831_T1118847208300,831,global_position_SG,3,10Hz sampling phase 2 modulo 3,29.144,28.450000000000003,pass
